anio,municipio_id,municipio_nombre,promocion_efectiva_primaria,promocion_efectiva_secundaria,repitencia_primaria,repitencia_secundaria,reinscripcion_primaria,reinscripcion_secundaria,abandono_interanual_primaria,abandono_interanual_secundaria,alumnos_promovidos_primaria,alumnos_promovidos_secundaria,alumnos_no_promovidos_primaria,alumnos_no_promovidos_secundaria,salidos_sin_pase_primaria,salidos_sin_pase_secundaria,salidos_con_pase_primaria,salidos_con_pase_secundaria,sobreedad_primaria,sobreedad_secundaria,sobreedad_avanzada_primaria,sobreedad_avanzada_secundaria
2013,6756,San Isidro,98.58,86.15,0.99,7.77,0.07,0.65,0.36,5.43,99.16,82.72,0.84,17.28,0.11,0.63,1.95,3.2,7.08,27.08,1.21,11.68
2014,6756,San Isidro,97.71,89.59,1.17,7.46,0.07,0.78,1.04,2.17,99.07,83.15,0.93,16.85,0.13,0.43,2.02,2.78,6.03,26.46,0.95,10.98
2015,6756,San Isidro,98.62,88.2,1.11,7.9,0.03,1.09,0.24,2.81,99.14,84.85,0.86,15.15,0.04,0.27,2.1,2.0,5.41,26.38,0.85,10.89
2016,6756,San Isidro,97.54,86.45,1.76,9.63,0.02,1.28,0.68,2.64,98.92,82.3,1.08,17.7,0.08,0.25,1.87,2.55,4.96,25.43,0.81,11.03
2017,6756,San Isidro,97.55,87.6,1.61,8.42,0.04,1.63,0.8,2.35,98.93,82.9,1.07,17.1,0.09,0.54,2.08,2.73,4.03,24.96,0.53,10.7
2018,6756,San Isidro,97.61,90.38,1.35,6.72,0.01,0.61,1.03,2.29,99.17,85.41,0.83,14.59,0.07,0.35,2.03,2.73,3.86,23.27,0.54,9.23
2019,6756,San Isidro,97.49,89.33,1.54,8.1,0.04,0.72,0.93,1.86,99.27,87.84,0.73,12.16,0.02,0.12,1.8,1.89,3.48,22.43,0.41,8.85
2020,6756,San Isidro,98.7,100.11,0.13,0.09,0.01,0.02,1.15,-0.22,100.0,97.77,0.0,2.23,0.05,0.06,2.17,1.91,3.09,20.6,0.34,7.89
2021,6756,San Isidro,98.04,93.6,0.86,4.06,0.02,0.12,1.09,2.22,99.53,93.37,0.47,6.63,0.08,0.13,0.95,0.94,2.21,18.44,0.3,6.59
2022,6756,San Isidro,98.75,92.4,0.85,4.46,0.1,0.39,0.3,2.75,99.29,90.83,0.71,9.17,0.04,0.49,2.2,2.28,2.12,16.44,0.21,5.67
2012,6760,San Miguel,97.6,81.55,1.96,9.69,0.11,1.76,0.33,7.0,97.49,77.3,2.51,22.7,0.36,1.81,3.43,3.44,12.05,37.29,3.34,16.42
2013,6760,San Miguel,97.85,83.59,1.68,8.76,0.22,1.88,0.25,5.77,98.56,75.87,1.44,24.13,0.28,1.45,3.52,3.56,10.31,35.33,2.83,14.51
2014,6760,San Miguel,97.89,83.73,1.68,8.43,0.07,1.51,0.36,6.33,98.5,80.16,1.5,19.84,0.23,0.74,3.2,3.34,9.1,35.05,2.39,14.86
2015,6760,San Miguel,97.97,85.85,1.64,7.96,0.04,0.89,0.34,5.3,98.2,80.87,1.8,19.13,0.29,1.03,3.35,3.41,8.13,31.1,2.05,12.75
2016,6760,San Miguel,96.74,84.78,2.98,9.36,0.08,1.67,0.2,4.2,98.07,79.29,1.93,20.71,0.18,0.9,3.4,2.64,7.49,31.94,1.72,12.58
2017,6760,San Miguel,96.1,85.88,3.42,9.78,0.15,1.72,0.34,2.62,97.74,79.94,2.26,20.06,0.25,0.64,2.94,2.83,6.95,29.77,1.66,11.96
2018,6760,San Miguel,96.32,86.79,3.0,9.59,0.19,1.42,0.49,2.2,97.84,82.83,2.16,17.17,0.15,0.39,3.08,3.02,6.92,29.05,1.52,11.72
2019,6760,San Miguel,96.66,88.15,2.33,8.86,0.06,2.32,0.95,0.67,98.24,84.21,1.76,15.79,0.06,0.48,2.94,2.72,6.37,28.09,1.35,11.0
2020,6760,San Miguel,99.11,99.97,0.06,0.01,0.01,0.48,0.82,-0.46,99.84,97.28,0.16,2.72,0.05,0.13,3.38,2.8,4.73,25.67,0.94,9.56
2021,6760,San Miguel,97.15,94.24,1.6,2.81,0.18,0.4,1.07,2.55,98.98,91.39,1.02,8.61,0.1,0.3,1.67,0.96,3.66,23.53,0.8,8.67
2022,6760,San Miguel,97.95,93.07,1.84,4.32,0.07,0.52,0.14,2.1,98.13,89.01,1.87,10.99,0.16,0.34,2.96,2.04,4.27,20.24,0.88,6.48
2012,6763,San Nicolas,97.67,77.38,1.89,14.29,0.13,2.55,0.31,5.78,98.25,75.77,1.75,24.23,0.16,2.56,3.73,3.93,11.74,39.28,2.71,18.64
2013,6763,San Nicolas,98.5,78.81,1.36,12.34,0.15,2.13,-0.01,6.71,98.7,77.76,1.3,22.24,0.13,2.37,3.23,3.5,10.29,36.63,2.38,16.9
2014,6763,San Nicolas,98.15,80.54,1.25,11.64,0.11,2.68,0.49,5.14,98.52,79.98,1.48,20.02,0.04,1.57,3.23,3.49,8.17,37.49,2.01,16.85
2015,6763,San Nicolas,97.79,81.8,1.55,10.54,0.03,2.16,0.63,5.51,98.46,79.95,1.54,20.05,0.01,2.43,3.77,2.9,7.46,35.12,1.62,15.89
2016,6763,San Nicolas,97.06,80.36,2.6,11.17,0.28,2.85,0.06,5.62,97.4,80.58,2.6,19.42,0.15,2.51,3.46,2.83,6.34,34.84,1.3,15.27
2017,6763,San Nicolas,95.54,80.75,3.52,13.18,0.11,3.32,0.83,2.75,97.57,79.32,2.43,20.68,0.04,1.6,2.5,3.04,6.74,32.71,1.25,13.41
2018,6763,San Nicolas,95.89,83.03,3.29,10.73,0.27,2.49,0.55,3.76,98.45,85.06,1.55,14.94,0.05,0.96,3.58,2.68,7.51,32.5,1.37,12.99
2019,6763,San Nicolas,95.98,84.1,3.37,10.29,0.2,2.24,0.45,3.37,98.32,84.86,1.68,15.14,0.03,1.38,3.01,2.55,6.84,29.22,1.09,11.83
2020,6763,San Nicolas,100.1,99.57,0.11,0.03,0.52,0.61,-0.74,-0.2,99.97,97.41,0.03,2.59,0.01,0.05,3.38,2.31,5.29,28.61,0.83,10.91
2021,6763,San Nicolas,97.21,92.01,1.8,4.53,0.03,0.66,0.97,2.8,99.59,89.35,0.41,10.65,0.02,0.45,0.97,0.67,4.0,21.88,0.55,7.37
2022,6763,San Nicolas,98.12,88.69,1.23,7.24,0.14,0.73,0.51,3.34,98.93,87.55,1.07,12.45,0.02,0.24,2.55,2.65,3.09,21.09,0.32,6.8
2012,6770,San Pedro,97.47,78.61,2.74,11.79,0.26,2.31,-0.47,7.29,97.13,80.05,2.87,19.95,0.38,2.99,4.4,3.39,16.67,42.55,4.95,19.92
2013,6770,San Pedro,96.62,79.18,1.64,11.34,0.06,2.09,1.68,7.39,98.5,77.68,1.5,22.32,0.47,2.37,4.91,4.27,14.95,38.92,4.23,18.48
2014,6770,San Pedro,96.04,82.04,1.73,10.1,0.05,1.5,2.18,6.36,98.2,82.26,1.8,17.74,0.3,2.32,6.28,4.08,11.76,37.14,3.4,17.88
2015,6770,San Pedro,97.58,79.36,1.84,12.8,0.12,2.73,0.46,5.11,98.39,81.78,1.61,18.22,0.14,2.5,5.66,3.46,11.14,34.79,2.97,16.2
2016,6770,San Pedro,95.01,80.82,4.31,11.55,0.07,1.68,0.61,5.94,97.23,78.9,2.77,21.1,0.04,2.04,3.83,3.89,9.31,33.78,2.21,15.21
2017,6770,San Pedro,95.15,80.35,3.43,14.63,0.03,2.66,1.39,2.37,97.72,81.04,2.28,18.96,0.04,0.57,3.83,3.63,7.71,31.59,1.58,14.73
2018,6770,San Pedro,96.08,83.3,4.07,11.11,0.12,1.61,-0.27,3.98,97.79,82.42,2.21,17.58,0.01,1.14,4.03,3.48,7.47,34.85,1.52,15.72
2019,6770,San Pedro,95.08,86.73,3.68,9.37,0.05,1.07,1.19,2.84,98.3,85.12,1.7,14.88,0.03,0.77,3.03,2.82,5.89,29.86,0.97,13.86
2020,6770,San Pedro,98.97,96.79,0.1,0.0,0.09,0.25,0.84,2.96,100.0,98.55,0.0,1.45,0.08,0.01,3.5,3.29,5.49,26.52,0.73,11.59
2021,6770,San Pedro,96.74,86.81,2.71,7.44,0.33,0.72,0.22,5.03,98.92,90.41,1.08,9.59,0.04,0.2,1.22,0.43,4.61,22.96,0.57,10.82
2022,6770,San Pedro,98.09,86.05,1.45,8.9,0.13,0.5,0.33,4.55,98.81,85.87,1.19,14.13,0.0,0.28,3.33,2.24,4.21,23.09,0.53,9.25
2012,6778,San Vicente,97.64,80.47,3.97,9.71,0.35,0.49,-1.96,9.33,96.2,77.22,3.8,22.78,0.02,0.48,3.49,6.25,18.0,38.91,6.12,16.59
2013,6778,San Vicente,99.39,78.25,2.43,12.19,0.38,1.33,-2.2,8.23,98.59,75.45,1.41,24.55,0.02,0.35,3.82,3.98,15.87,35.47,5.25,14.47
2014,6778,San Vicente,98.8,80.2,1.92,12.4,0.04,1.42,-0.76,5.97,98.96,78.95,1.04,21.05,0.06,0.16,3.59,4.03,12.96,35.78,4.04,13.28
2015,6778,San Vicente,100.29,78.53,1.89,12.39,0.39,1.34,-2.57,7.74,98.48,74.37,1.52,25.63,0.07,0.12,4.27,4.95,10.99,33.25,3.24,12.91
2016,6778,San Vicente,96.16,75.75,4.26,14.12,0.15,1.92,-0.57,8.21,96.4,78.4,3.6,21.6,0.04,0.05,3.6,4.02,9.59,34.47,2.45,13.56
2017,6778,San Vicente,96.12,77.43,5.1,15.13,0.06,0.9,-1.28,6.54,96.34,73.95,3.66,26.05,0.02,0.21,3.8,3.59,9.5,30.54,2.37,11.13
2018,6778,San Vicente,95.26,80.91,4.26,11.69,0.06,0.58,0.43,6.82,97.04,81.2,2.96,18.8,0.0,0.21,4.07,2.87,8.82,31.25,2.09,10.97
2019,6778,San Vicente,97.0,84.32,3.54,13.24,0.03,0.4,-0.57,2.04,96.86,83.51,3.14,16.49,0.08,0.15,4.58,2.58,10.27,30.06,2.61,11.56
2020,6778,San Vicente,100.59,103.92,0.07,0.01,0.0,0.0,-0.66,-3.93,100.0,99.09,0.0,0.91,0.03,0.17,3.27,2.57,8.81,24.13,2.0,9.04
2021,6778,San Vicente,97.23,88.79,1.63,5.15,0.34,0.37,0.81,5.69,99.08,89.15,0.92,10.85,0.01,0.34,1.86,1.07,7.3,23.16,1.38,7.44
2022,6778,San Vicente,94.13,89.52,2.74,6.24,0.01,1.02,3.11,3.22,97.8,89.61,2.2,10.39,0.0,0.46,3.44,3.7,5.17,20.66,1.0,6.48
2012,6784,Suipacha,98.27,79.26,2.01,12.4,0.0,2.32,-0.27,6.03,98.81,79.53,1.19,20.47,0.26,5.32,3.48,3.86,8.11,34.53,1.64,10.89
2013,6784,Suipacha,98.88,79.24,1.3,10.03,0.17,0.46,-0.35,10.27,99.04,82.16,0.96,17.84,0.08,6.82,4.46,5.43,7.87,29.41,1.38,11.19
2014,6784,Suipacha,99.07,81.14,0.59,9.09,0.0,0.23,0.34,9.55,99.4,81.23,0.6,18.77,0.08,4.88,3.29,4.25,4.31,25.0,0.68,9.43
2015,6784,Suipacha,98.31,82.67,1.01,9.69,0.17,0.32,0.51,7.32,99.41,83.79,0.59,16.21,0.0,3.93,4.09,3.55,4.22,25.73,0.68,9.58
2016,6784,Suipacha,96.85,79.87,2.39,12.94,0.51,0.13,0.26,7.06,98.47,72.27,1.53,27.73,0.0,2.57,3.18,4.76,3.75,23.73,0.34,8.12
2017,6784,Suipacha,100.52,68.9,1.3,21.07,0.61,0.81,-2.43,9.22,98.79,72.48,1.21,27.52,0.0,3.18,3.13,4.52,3.82,26.24,0.7,10.84
2018,6784,Suipacha,95.64,84.1,2.61,12.07,0.0,0.39,1.74,3.43,99.38,82.09,0.62,17.91,0.0,1.07,2.36,3.28,2.79,29.15,0.17,13.05
2019,6784,Suipacha,96.6,82.61,2.42,10.58,0.09,0.0,0.89,6.81,99.55,84.65,0.45,15.35,0.0,0.0,2.83,3.98,3.22,31.65,0.36,12.33
2020,6784,Suipacha,99.37,98.49,0.63,0.27,0.09,0.0,-0.09,1.24,100.0,98.57,0.0,1.43,0.0,0.0,2.95,2.42,2.52,28.31,0.0,10.56
2021,6784,Suipacha,97.96,90.53,2.23,5.78,0.19,2.35,-0.37,1.34,99.07,96.97,0.93,3.03,0.09,0.16,1.43,0.88,1.67,27.66,0.37,9.14
2022,6784,Suipacha,99.19,85.69,1.62,7.8,0.72,0.09,-1.53,6.43,98.93,82.08,1.07,17.92,0.0,0.0,1.01,2.13,2.44,24.42,0.09,9.08
2012,6791,Tandil,98.5,84.84,1.62,9.61,0.04,1.19,-0.16,4.36,98.33,83.24,1.67,16.76,0.13,2.07,4.13,4.92,9.69,34.22,2.09,13.84
2013,6791,Tandil,98.91,83.61,1.53,8.99,0.06,1.04,-0.49,6.36,98.34,84.09,1.66,15.91,0.2,1.45,3.72,6.24,8.65,29.05,1.87,11.75
2014,6791,Tandil,97.39,84.44,2.54,9.73,0.05,0.27,0.02,5.56,98.28,84.08,1.72,15.92,0.0,0.69,3.52,5.48,7.37,29.8,1.76,10.51
2015,6791,Tandil,97.68,86.32,2.47,6.91,0.03,1.76,-0.18,5.01,97.57,82.34,2.43,17.66,0.13,1.24,4.57,4.9,6.62,25.91,1.44,9.7
2016,6791,Tandil,94.95,86.15,4.68,9.23,0.05,1.06,0.31,3.55,96.73,84.41,3.27,15.59,0.09,0.66,3.52,3.59,7.19,25.46,1.24,8.53
2017,6791,Tandil,94.91,88.47,4.8,9.13,0.16,0.65,0.13,1.75,96.17,86.36,3.83,13.64,0.11,0.52,3.2,4.08,7.57,25.89,1.59,8.64
2018,6791,Tandil,92.85,90.6,5.56,6.82,0.05,1.41,1.54,1.17,97.18,85.2,2.82,14.8,0.05,1.73,3.51,4.08,7.5,24.47,1.7,9.12
2019,6791,Tandil,93.6,91.69,5.63,6.81,0.17,0.7,0.59,0.8,97.57,88.87,2.43,11.13,0.06,0.39,3.0,3.71,8.3,24.62,1.99,8.82
2020,6791,Tandil,100.48,99.23,0.07,0.08,0.15,0.28,-0.7,0.4,100.0,98.25,0.0,1.75,0.03,0.12,3.11,3.98,7.94,25.62,1.89,8.93
2021,6791,Tandil,94.78,94.85,4.12,3.99,0.32,0.86,0.77,0.3,97.57,96.13,2.43,3.87,0.02,0.26,1.39,1.92,6.46,19.41,1.49,5.35
2022,6791,Tandil,95.6,94.37,4.16,1.96,0.4,1.1,-0.15,2.56,97.51,91.78,2.49,8.22,0.01,0.15,2.94,3.26,6.68,15.94,1.22,4.1
2012,6798,Tapalque,98.3,93.94,0.76,4.23,0.57,0.23,0.38,1.6,99.52,94.75,0.48,5.25,0.27,0.22,5.66,3.56,8.04,22.2,2.46,7.21
2013,6798,Tapalque,99.71,87.29,0.76,3.79,0.0,0.0,-0.48,8.92,100.0,94.14,0.0,5.86,0.18,0.57,4.71,1.35,6.58,15.94,2.48,5.13
2014,6798,Tapalque,99.23,85.37,0.77,7.37,0.0,0.45,0.0,6.8,99.81,91.75,0.19,8.25,0.37,0.9,4.25,3.67,6.14,18.71,1.63,5.67
2015,6798,Tapalque,96.33,84.25,1.06,7.31,0.58,0.22,2.03,8.21,99.22,89.26,0.78,10.74,0.19,0.55,4.67,5.06,4.35,17.21,1.06,5.4
2016,6798,Tapalque,99.7,80.53,0.91,13.35,0.1,1.0,-0.71,5.12,99.29,88.1,0.71,11.9,0.0,1.08,4.82,4.65,3.64,19.58,0.51,5.9
2017,6798,Tapalque,95.56,79.19,1.65,11.3,0.0,0.34,2.79,9.17,99.27,89.9,0.73,10.1,0.3,1.88,4.76,4.12,2.27,22.71,0.21,6.38
2018,6798,Tapalque,97.24,100.0,1.91,7.5,0.0,0.12,0.85,-7.62,98.81,89.78,1.19,10.22,0.0,0.0,5.34,2.98,2.65,16.41,0.11,2.46
2019,6798,Tapalque,94.69,90.92,1.41,3.85,0.0,0.11,3.9,5.13,99.78,96.22,0.22,3.78,0.0,0.32,3.93,0.84,2.82,15.5,0.22,4.26
2020,6798,Tapalque,98.88,100.76,0.34,0.0,0.34,0.0,0.45,-0.76,100.0,100.0,0.0,0.0,0.0,0.53,4.44,3.01,3.37,12.84,0.34,5.01
2021,6798,Tapalque,95.38,89.15,3.04,5.58,0.45,1.03,1.13,4.24,98.85,98.32,1.15,1.68,0.0,0.51,0.54,3.92,0.9,23.24,0.11,6.92
2022,6798,Tapalque,94.18,93.55,2.64,4.7,0.88,1.2,2.31,0.55,96.13,88.79,3.87,11.21,0.11,0.11,4.28,3.44,4.73,19.45,0.44,5.03
2012,6805,Tigre,97.0,80.81,1.91,9.01,0.18,0.97,0.92,9.2,98.17,79.6,1.83,20.4,0.62,1.07,3.67,3.48,13.63,35.39,3.57,14.68
2013,6805,Tigre,98.39,82.13,1.08,8.73,0.05,1.29,0.49,7.85,98.91,79.06,1.09,20.94,0.28,0.53,3.43,3.68,11.37,34.07,2.83,13.18
2014,6805,Tigre,97.97,83.42,1.32,8.02,0.04,0.85,0.67,7.71,98.71,80.48,1.29,19.52,0.26,0.45,3.55,3.97,9.34,32.31,2.09,12.44
2015,6805,Tigre,97.39,84.31,1.89,8.42,0.04,1.23,0.68,6.04,98.04,80.01,1.96,19.99,0.26,0.4,3.63,3.21,7.54,32.46,1.62,12.1
2016,6805,Tigre,95.94,83.05,3.67,10.25,0.05,1.86,0.34,4.84,96.89,79.26,3.11,20.74,0.21,0.36,3.62,3.11,6.98,30.26,1.24,11.24
2017,6805,Tigre,95.19,82.08,3.82,10.83,0.07,2.18,0.93,4.92,97.28,80.97,2.72,19.03,0.25,0.38,2.82,2.75,7.34,29.4,1.42,10.6
2018,6805,Tigre,95.97,86.24,3.33,9.5,0.03,0.72,0.67,3.54,97.72,84.17,2.28,15.83,0.17,0.37,2.82,2.92,7.23,27.03,1.43,10.55
2019,6805,Tigre,96.74,88.18,2.81,7.7,0.03,0.55,0.42,3.57,98.27,86.1,1.73,13.9,0.18,0.25,2.96,2.63,6.54,25.83,1.36,9.71
2020,6805,Tigre,99.23,99.51,0.07,0.06,0.06,0.17,0.65,0.26,99.98,98.39,0.02,1.61,0.05,0.12,3.45,2.34,5.39,21.75,1.06,7.7
2021,6805,Tigre,97.44,90.21,2.0,6.2,0.02,0.13,0.54,3.46,98.8,91.33,1.2,8.67,0.05,0.13,1.66,1.07,3.9,20.57,0.81,6.53
2022,6805,Tigre,97.34,91.38,2.01,5.12,0.13,0.19,0.51,3.31,98.28,88.99,1.72,11.01,0.03,0.28,3.0,1.66,4.11,20.55,0.75,6.24
2012,6812,Tordillo,98.62,85.94,4.15,8.85,0.46,0.0,-3.23,5.21,94.91,88.46,5.09,11.54,0.0,3.52,2.5,1.05,9.22,37.5,3.23,15.1
2013,6812,Tordillo,102.79,82.72,0.93,5.24,0.0,0.52,-3.72,11.52,99.55,89.67,0.45,10.33,0.0,0.0,4.85,5.03,8.84,28.27,2.79,9.42
2014,6812,Tordillo,99.05,91.1,3.32,5.24,0.0,4.19,-2.37,-0.52,99.48,91.35,0.52,8.65,0.99,2.54,2.63,4.17,10.43,16.75,2.37,9.42
2015,6812,Tordillo,90.65,86.57,2.8,1.49,0.0,0.0,6.54,11.94,99.02,89.84,0.98,10.16,0.0,2.48,3.94,3.55,9.35,48.76,2.8,7.96
2016,6812,Tordillo,95.7,90.86,3.23,5.08,0.0,0.51,1.08,3.55,100.0,83.67,0.0,16.33,0.51,0.98,4.65,4.95,6.99,15.23,1.08,0.51
2017,6812,Tordillo,107.22,95.02,1.67,1.49,0.0,0.0,-8.89,3.48,99.45,97.04,0.55,2.96,0.0,0.0,6.57,2.94,4.89,15.42,1.63,0.0
2018,6812,Tordillo,100.0,90.91,1.48,11.62,0.0,0.0,-1.48,-2.53,99.5,96.32,0.5,3.68,0.0,0.0,2.14,0.49,3.45,14.65,1.48,0.0
2019,6812,Tordillo,95.02,92.38,2.26,6.67,0.0,0.0,2.71,0.95,98.14,91.67,1.86,8.33,0.0,0.0,5.19,5.56,2.26,20.0,0.45,6.19
2020,6812,Tordillo,101.33,95.57,1.33,0.49,0.0,0.0,-2.67,3.94,100.0,100.0,0.0,0.0,0.0,0.0,4.02,3.57,4.0,23.15,0.44,5.91
2021,6812,Tordillo,94.57,97.55,2.26,0.0,0.0,0.0,3.17,2.45,99.09,100.0,0.91,0.0,0.0,0.0,1.3,0.0,3.62,12.25,0.45,1.96
2022,6812,Tordillo,96.97,93.37,4.33,0.51,0.0,0.0,-1.3,6.12,95.24,99.49,4.76,0.51,0.0,0.0,3.93,0.0,2.16,9.18,0.43,0.0
2012,6819,Tornquist,97.9,83.84,3.42,8.26,0.16,1.87,-1.48,6.04,95.93,87.64,4.07,12.36,0.15,4.18,5.6,5.49,13.83,37.48,2.87,17.85
2013,6819,Tornquist,96.74,81.9,3.64,12.48,0.0,3.87,-0.38,1.76,98.54,84.64,1.46,15.36,0.44,3.17,3.55,5.98,13.44,33.22,2.96,16.34
2014,6819,Tornquist,98.49,81.53,2.19,9.54,0.0,0.69,-0.68,8.25,97.28,85.07,2.72,14.93,0.07,4.53,4.11,5.31,11.23,33.33,2.41,16.24
2015,6819,Tornquist,97.65,83.15,1.75,9.24,0.0,1.11,0.61,6.5,98.34,84.55,1.66,15.45,0.22,3.06,4.68,7.17,9.56,30.04,1.97,12.09
2016,6819,Tornquist,94.69,83.65,6.11,12.26,0.08,1.67,-0.87,2.42,94.47,83.41,5.53,16.59,0.0,1.77,2.36,7.66,8.72,27.86,1.98,12.68
2017,6819,Tornquist,95.0,84.57,4.69,11.13,0.08,1.22,0.23,3.09,95.06,87.46,4.94,12.54,0.0,2.39,4.6,5.4,9.61,28.43,1.69,12.67
2018,6819,Tornquist,91.77,82.26,6.04,12.32,0.23,3.77,1.96,1.65,97.95,79.87,2.05,20.13,0.29,3.69,5.89,3.05,9.4,30.3,1.5,13.66
2019,6819,Tornquist,93.48,81.77,5.92,12.2,0.22,0.31,0.37,5.72,97.44,87.97,2.56,12.03,0.14,3.55,5.45,5.32,8.76,29.42,1.35,11.42
2020,6819,Tornquist,100.59,96.97,0.22,0.0,0.59,0.68,-1.4,2.34,99.33,98.84,0.67,1.16,0.0,0.54,4.6,4.76,11.65,29.58,0.88,10.97
2021,6819,Tornquist,96.31,88.04,3.98,6.77,0.0,0.31,-0.28,4.88,98.01,90.15,1.99,9.85,0.14,1.24,1.89,0.15,11.01,23.05,1.07,7.24
2022,6819,Tornquist,95.46,85.18,4.89,9.8,1.26,1.3,-1.61,3.72,96.42,86.45,3.58,13.55,0.0,1.45,4.73,3.42,6.42,22.27,1.19,6.72
2012,6826,Trenque Lauquen,96.43,69.77,2.06,14.61,0.08,1.68,1.44,13.94,98.49,75.8,1.51,24.2,0.06,6.19,4.38,6.23,14.05,41.11,2.46,17.35
2013,6826,Trenque Lauquen,98.44,76.25,1.7,16.92,0.04,1.86,-0.18,4.97,99.12,76.59,0.88,23.41,0.04,3.31,4.49,4.93,12.23,34.45,2.29,15.18
2014,6826,Trenque Lauquen,99.19,72.81,0.71,11.05,0.0,1.52,0.1,14.62,99.45,75.66,0.55,24.34,0.04,3.04,3.66,5.84,9.71,35.4,1.57,17.17
2015,6826,Trenque Lauquen,97.31,81.17,1.53,12.11,0.08,2.11,1.08,4.6,98.89,80.42,1.11,19.58,0.16,2.16,3.73,6.32,6.73,35.75,0.95,17.43
2016,6826,Trenque Lauquen,97.62,79.96,2.65,14.07,0.11,4.05,-0.39,1.91,97.72,77.48,2.28,22.52,0.08,3.82,3.79,6.54,8.11,42.25,0.98,19.91
2017,6826,Trenque Lauquen,94.83,79.8,3.71,11.3,0.02,1.28,1.44,7.61,98.01,82.22,1.99,17.78,0.02,1.15,3.79,4.67,7.83,37.53,1.05,16.83
2018,6826,Trenque Lauquen,95.91,84.75,3.55,7.48,0.06,1.93,0.48,5.83,98.77,87.88,1.23,12.12,0.12,2.41,4.28,6.66,6.73,33.91,0.61,14.74
2019,6826,Trenque Lauquen,95.0,84.93,2.79,11.38,2.49,2.07,-0.28,1.62,98.83,87.09,1.17,12.91,0.0,1.4,3.1,5.05,5.94,31.83,0.24,14.25
2020,6826,Trenque Lauquen,98.96,97.52,0.35,0.04,0.04,0.06,0.65,2.37,100.0,99.22,0.0,0.78,0.04,0.3,3.09,4.22,5.52,30.65,0.78,13.64
2021,6826,Trenque Lauquen,97.33,89.12,1.97,5.7,0.32,0.34,0.39,4.84,99.48,90.25,0.52,9.75,0.02,0.25,1.74,1.1,3.12,26.19,0.24,9.4
2022,6826,Trenque Lauquen,96.41,90.01,2.09,5.34,0.13,0.72,1.37,3.94,98.87,88.37,1.13,11.63,0.04,0.95,1.51,1.86,3.12,21.23,0.53,6.52
2012,6833,Tres Arroyos,99.79,81.49,1.12,11.51,0.07,1.5,-0.98,5.5,98.96,82.04,1.04,17.96,0.05,2.04,3.94,3.89,10.34,31.18,2.23,13.07
2013,6833,Tres Arroyos,99.35,81.62,0.93,13.63,0.07,1.92,-0.35,2.83,99.68,79.07,0.32,20.93,0.15,2.87,3.24,5.96,8.04,31.59,1.35,13.76
2014,6833,Tres Arroyos,97.83,79.26,1.59,9.5,0.07,0.72,0.51,10.51,99.38,81.47,0.62,18.53,0.05,3.67,3.09,4.19,6.28,31.97,0.98,14.16
2015,6833,Tres Arroyos,98.77,84.54,0.83,10.01,0.14,0.79,0.26,4.67,99.28,82.65,0.72,17.35,0.05,2.76,4.01,4.24,4.96,27.2,0.49,10.33
2016,6833,Tres Arroyos,97.89,80.98,2.23,12.94,0.41,2.01,-0.54,4.07,98.75,80.86,1.25,19.14,0.05,1.18,4.1,3.76,3.82,30.37,0.46,11.11
2017,6833,Tres Arroyos,98.02,84.14,1.88,11.99,0.2,0.82,-0.09,3.05,98.64,78.23,1.36,21.77,0.07,1.97,3.51,4.23,3.7,25.65,0.48,9.46
2018,6833,Tres Arroyos,98.25,86.19,2.16,9.12,0.27,0.55,-0.68,4.14,98.8,83.83,1.2,16.17,0.02,2.27,3.53,4.18,3.84,24.45,0.29,9.53
2019,6833,Tres Arroyos,96.61,82.91,2.42,10.17,0.28,0.63,0.69,6.3,99.04,86.84,0.96,13.16,0.02,2.31,4.17,4.71,4.16,22.11,0.46,8.22
2020,6833,Tres Arroyos,100.93,101.63,0.07,0.24,0.12,0.14,-1.12,-2.01,99.98,97.51,0.02,2.49,0.0,0.13,3.84,5.73,3.09,24.84,0.24,9.39
2021,6833,Tres Arroyos,97.56,93.07,1.75,3.78,0.36,0.19,0.33,2.96,98.8,91.11,1.2,8.89,0.09,0.66,0.89,1.45,2.37,15.35,0.17,4.31
2022,6833,Tres Arroyos,98.52,87.31,1.74,9.43,0.16,0.72,-0.42,2.53,98.37,85.5,1.63,14.5,0.1,0.66,2.99,2.21,2.53,11.06,0.14,3.04
2012,6840,Tres de Febrero,98.06,86.09,1.79,7.63,0.13,1.12,0.03,5.15,98.26,82.44,1.74,17.56,0.28,1.02,2.55,2.57,8.36,35.21,2.08,14.84
2013,6840,Tres de Febrero,97.75,84.77,1.48,8.02,0.13,1.29,0.64,5.92,98.62,81.25,1.38,18.75,0.2,1.21,2.66,2.53,7.63,30.87,1.78,13.21
2014,6840,Tres de Febrero,97.2,85.7,1.69,8.54,0.03,1.58,1.09,4.18,98.33,83.58,1.67,16.42,0.21,0.75,2.48,3.1,6.45,30.2,1.49,12.13
2015,6840,Tres de Febrero,96.48,87.14,2.04,7.56,0.08,1.76,1.41,3.54,98.05,83.38,1.95,16.62,0.26,0.33,2.58,2.26,6.38,29.46,1.41,11.48
2016,6840,Tres de Febrero,95.82,86.27,3.48,8.52,0.09,1.57,0.61,3.64,97.36,81.47,2.64,18.53,0.14,0.33,2.44,2.79,7.42,28.57,1.51,11.33
